"","titulo","duracion","voto_promedio","numero_votos","ano","genero"
"57436","The Russian Woodpecker",80,6.5,11,2015,"documental"
"57437","Down the Deep, Dark Web",55,6,1,2016,"documental"
"57438","The Rack Pack",88,7,11,2016,"comedia"
"57439","The Rack Pack",88,7,11,2016,"drama"
"57440","Love's Long Journey",88,6.3,8,2005,"accion"
"57441","Love's Long Journey",88,6.3,8,2005,"drama"
"57442","Love's Long Journey",88,6.3,8,2005,"romance"
"57443","Love's Unending Legacy",84,5.4,6,2007,"drama"
"57444","Love's Unending Legacy",84,5.4,6,2007,"romance"
"57445","Love's Unfolding Dream",87,5.7,8,2007,"drama"
"57446","Love's Unfolding Dream",87,5.7,8,2007,"romance"
"57447","Love's Unfolding Dream",87,5.7,8,2007,"western"
"57448","Love Takes Wing",88,5.6,10,2009,"drama"
"57449","Love Takes Wing",88,5.6,10,2009,"western"
"57450","Love Finds A Home",88,5.2,6,2009,"drama"
"57451","Love Finds A Home",88,5.2,6,2009,"accion"
"57452","Love Finds A Home",88,5.2,6,2009,"western"
"57453","Love Begins",0,6.9,4,2011,"drama"
"57454","Love Begins",0,6.9,4,2011,"romance"
"57455","Love's Everlasting Courage",89,4.7,5,2011,"drama"
"57456","Love's Everlasting Courage",89,4.7,5,2011,"western"
"57457","Starchaser: The Legend of Orin",107,6.8,11,1985,"adventura"
"57458","Starchaser: The Legend of Orin",107,6.8,11,1985,"animacion"
"57459","Starchaser: The Legend of Orin",107,6.8,11,1985,"ciencia ficcion"
"57460","Skiptrace",107,5.5,181,2016,"accion"
"57461","Skiptrace",107,5.5,181,2016,"comedia"
"57462","Droid Gunner",90,4.7,6,1995,"accion"
"57463","Droid Gunner",90,4.7,6,1995,"ciencia ficcion"
"57464","I Am Breathing",72,5,1,2013,"documental"
"57465","A Stand Up Guy",90,4.1,5,2016,"comedia"
"57466","3 Türken und ein Baby",0,5.9,23,2015,"comedia"
"57467","Brian Posehn: Criminally Posehn",61,7,2,2016,"comedia"
"57468","Moonlight",111,7.3,1831,2016,"drama"
"57469","Big Fish & Begonia",100,6.3,12,2016,"romance"
"57470","Big Fish & Begonia",100,6.3,12,2016,"animacion"
"57471","Big Fish & Begonia",100,6.3,12,2016,"adventura"
"57472","Big Fish & Begonia",100,6.3,12,2016,"fantasia"
"57473","A Conspiracy of Faith",112,6.8,110,2016,"drama"
"57474","A Conspiracy of Faith",112,6.8,110,2016,"misterio"
"57475","A Conspiracy of Faith",112,6.8,110,2016,"suspenso"
"57476","Naz & Maalik",86,9,1,2014,"romance"
"57477","Naz & Maalik",86,9,1,2014,"drama"
"57478","The League of Gentlemen's Apocalypse",87,6.6,16,2005,"terror"
"57479","The League of Gentlemen's Apocalypse",87,6.6,16,2005,"comedia"
"57480","Love Like Poison",92,6.3,5,2010,"drama"
"57481","Moms on Strike",93,0,0,2002,"comedia"
"57482","Jane's Journey",107,4.6,4,2011,"documental"
"57483","Invaders from the Deep",0,0,0,1981,"animacion"
"57484","Invaders from the Deep",0,0,0,1981,"ciencia ficcion"
"57485","The Sender",91,5.6,9,1982,"terror"
"57486","The Sender",91,5.6,9,1982,"suspenso"
"57487","Dawn of the World",95,5,1,2009,"guerra"
"57488","Dawn of the World",95,5,1,2009,"drama"
"57489","Dawn of the World",95,5,1,2009,"romance"
"57490","Seoul Station",92,5.8,29,2016,"drama"
"57491","Seoul Station",92,5.8,29,2016,"animacion"
"57492","Seoul Station",92,5.8,29,2016,"terror"
"57493","The Levenger Tapes",0,4,1,2013,"suspenso"
"57494","The Levenger Tapes",0,4,1,2013,"terror"
"57495","Ghosts of Abu Ghraib",78,8,1,2007,"documental"
"57496","A Lot Like You",80,0,0,2012,"documental"
"57497","The Bronx Bull",94,5.7,8,2016,"drama"
"57498","The Bandit",82,7,2,2016,"documental"
"57499","The Childhood of a Leader",115,5.9,59,2016,"drama"
"57500","The Childhood of a Leader",115,5.9,59,2016,"terror"
"57501","The Childhood of a Leader",115,5.9,59,2016,"misterio"
"57502","Cosmos Laundromat",12,6.5,3,2015,"animacion"
"57503","The Fifth Seal",111,6.6,10,1976,"guerra"
"57504","The Fifth Seal",111,6.6,10,1976,"drama"
"57505","Cardcaptor Sakura: The Movie",81,7.8,24,1999,"fantasia"
"57506","Cardcaptor Sakura: The Movie",81,7.8,24,1999,"animacion"
"57507","Cardcaptor Sakura: The Movie",81,7.8,24,1999,"adventura"
"57508","Ecstasy of Order: The Tetris Masters",93,7,13,2012,"documental"
"57509","Five",102,7.2,306,2016,"comedia"
"57510","Masterminds",94,5.6,600,2016,"accion"
"57511","Masterminds",94,5.6,600,2016,"comedia"
"57512","The Lesson",98,3.5,10,2015,"drama"
"57513","The Lesson",98,3.5,10,2015,"suspenso"
"57514","The Lesson",98,3.5,10,2015,"terror"
"57515","The Zodiac Killer",87,6.3,4,1971,"suspenso"
"57516","The Zodiac Killer",87,6.3,4,1971,"terror"
"57517","The Zodiac Killer",87,6.3,4,1971,"misterio"
"57518","Cop Dog",0,7,1,2008,"accion"
"57519","Cop Dog",0,7,1,2008,"adventura"
"57520","Pelli Choopulu",124,7.8,4,2016,"romance"
"57521","Pelli Choopulu",124,7.8,4,2016,"comedia"
"57522","Endgame",84,0,0,2000,"comedia"
"57523","Endgame",84,0,0,2000,"drama"
"57524","Endgame",90,5.8,4,2015,"drama"
"57525","Sidetracked",103,6.1,22,2015,"comedia"
"57526","Truth",94,5.6,9,2013,"suspenso"
"57527","Amateur Night",89,5.6,39,2016,"comedia"
"57528","Rustom",150,7.3,25,2016,"suspenso"
"57529","Rustom",150,7.3,25,2016,"romance"
"57530","Darkest Day",90,3.7,15,2015,"accion"
"57531","Darkest Day",90,3.7,15,2015,"adventura"
"57532","Darkest Day",90,3.7,15,2015,"terror"
"57533","Tiny Giants 3D",44,8.1,8,2014,"adventura"
"57534","Tiny Giants 3D",44,8.1,8,2014,"documental"
"57535","One More Time with Feeling",112,8.4,20,2016,"documental"
"57536","One More Time with Feeling",112,8.4,20,2016,"musical"
"57537","Sensuela",109,4.5,4,1973,"drama"
"57538","The Other Side",92,5.7,5,2015,"documental"
"57539","13 Cameras",87,5.5,32,2015,"drama"
"57540","13 Cameras",87,5.5,32,2015,"terror"
"57541","Kubo and the Two Strings",102,7.7,982,2016,"animacion"
"57542","Kubo and the Two Strings",102,7.7,982,2016,"adventura"
"57543","The Spirit of '45",94,6,3,2013,"documental"
"57544","Down by Love",110,6,64,2016,"drama"
"57545","Down by Love",110,6,64,2016,"romance"
"57546","Keeping Rosy",89,6.1,11,2014,"suspenso"
"57547","Bridget Jones's Baby",123,6.3,972,2016,"comedia"
"57548","The Light Between Oceans",133,6.9,403,2016,"drama"
"57549","Morgan",92,5.7,436,2016,"terror"
"57550","Morgan",92,5.7,436,2016,"ciencia ficcion"
"57551","Morgan",92,5.7,436,2016,"suspenso"
"57552","Queen of Katwe",124,7.1,103,2016,"drama"
"57553","Deepwater Horizon",107,6.5,1478,2016,"drama"
"57554","Deepwater Horizon",107,6.5,1478,2016,"accion"
"57555","Miss Peregrine's Home for Peculiar Children",127,6.5,3213,2016,"drama"
"57556","Miss Peregrine's Home for Peculiar Children",127,6.5,3213,2016,"fantasia"
"57557","Miss Peregrine's Home for Peculiar Children",127,6.5,3213,2016,"adventura"
"57558","The Girl on the Train",112,6.2,1837,2016,"drama"
"57559","The Girl on the Train",112,6.2,1837,2016,"misterio"
"57560","The Girl on the Train",112,6.2,1837,2016,"romance"
"57561","The Girl on the Train",112,6.2,1837,2016,"suspenso"
"57562","Middle School: The Worst Years of My Life",92,6.9,70,2016,"comedia"
"57563","The Accountant",128,6.9,2121,2016,"suspenso"
"57564","The Accountant",128,6.9,2121,2016,"drama"
"57565","Kevin Hart: What Now ?",96,6.8,82,2016,"comedia"
"57566","The American Side",103,4.8,16,2016,"misterio"
"57567","The American Side",103,4.8,16,2016,"drama"
"57568","The American Side",103,4.8,16,2016,"suspenso"
"57569","It's Hard Being Loved by Jerks",118,7.3,3,2009,"documental"
"57570","Writer of O",80,8,1,2005,"documental"
"57571","News from Planet Mars",101,5.1,21,2016,"comedia"
"57572","Remember You",106,8.5,4,2016,"romance"
"57573","Remember You",106,8.5,4,2016,"drama"
"57574","Remember You",106,8.5,4,2016,"misterio"
"57575","Sanam Teri Kasam",154,7.6,24,2016,"drama"
"57576","Sanam Teri Kasam",154,7.6,24,2016,"romance"
"57577","A Monster with a Thousand Heads",74,5.9,11,2016,"drama"
"57578","A Monster with a Thousand Heads",74,5.9,11,2016,"suspenso"
"57579","Phantom of the Theatre",103,6.4,4,2016,"drama"
"57580","Phantom of the Theatre",103,6.4,4,2016,"terror"
"57581","Phantom of the Theatre",103,6.4,4,2016,"misterio"
"57582","Like for Likes",120,7.3,5,2016,"romance"
"57583","Like for Likes",120,7.3,5,2016,"comedia"
"57584","Cemetery of Splendour",122,4.4,50,2015,"drama"
"57585","Cemetery of Splendour",122,4.4,50,2015,"fantasia"
"57586","High Strung",96,7.1,256,2016,"drama"
"57587","High Strung",96,7.1,256,2016,"musical"
"57588","High Strung",96,7.1,256,2016,"romance"
"57589","Arisan!",124,7.5,4,2003,"comedia"
"57590","Arisan!",124,7.5,4,2003,"drama"
"57591","Time Renegades",107,7.4,15,2016,"suspenso"
"57592","Time Renegades",107,7.4,15,2016,"romance"
"57593","Phantom Detective",125,7.1,11,2016,"accion"
"57594","Phantom Detective",125,7.1,11,2016,"drama"
"57595","Gie",147,5.9,5,2005,"drama"
"57596","Baaghi",133,6.4,19,2016,"accion"
"57597","Baaghi",133,6.4,19,2016,"romance"
"57598","Baaghi",133,6.4,19,2016,"suspenso"
"57599","Compadres",101,5.2,17,2016,"accion"
"57600","Compadres",101,5.2,17,2016,"comedia"
"57601","Detective Chinatown",135,7.2,10,2015,"drama"
"57602","Detective Chinatown",135,7.2,10,2015,"accion"
"57603","Detective Chinatown",135,7.2,10,2015,"adventura"
"57604","Dishoom",120,5.5,22,2016,"comedia"
"57605","Dishoom",120,5.5,22,2016,"accion"
"57606","Gentleman",152,8.5,2,2016,"romance"
"57607","Gentleman",152,8.5,2,2016,"suspenso"
"57608","God's Not Dead 2",121,5.6,73,2016,"drama"
"57609","Hockney",112,7,3,2014,"documental"
"57610","Housefull 3",140,5.2,24,2016,"comedia"
"57611","Housefull 3",140,5.2,24,2016,"romance"
"57612","Kabali",150,5.9,21,2016,"accion"
"57613","Kabali",150,5.9,21,2016,"drama"
"57614","Ki and Ka",126,6.7,16,2016,"comedia"
"57615","Ki and Ka",126,6.7,16,2016,"romance"
"57616","League of Gods",130,5,14,2016,"accion"
"57617","League of Gods",130,5,14,2016,"fantasia"
"57618","Mohenjo Daro",155,6.7,26,2016,"adventura"
"57619","Mohenjo Daro",155,6.7,26,2016,"drama"
"57620","Mohenjo Daro",155,6.7,26,2016,"romance"
"57621","Catatan (Harian) Si Boy",99,6,1,2011,"drama"
"57622","Operation Chromite",110,5.5,32,2016,"drama"
"57623","Operation Chromite",110,5.5,32,2016,"guerra"
"57624","Operation Chromite",110,5.5,32,2016,"accion"
"57625","Our Last Tango",85,7,6,2015,"documental"
"57626","Spirits' Homecoming",127,8.5,5,2016,"drama"
"57627","The First Monday in May",91,7.6,9,2016,"documental"
"57628","Hologram Man",101,4,3,1995,"accion"
"57629","Hologram Man",101,4,3,1995,"ciencia ficcion"
"57630","Hologram Man",101,4,3,1995,"suspenso"
"57631","Lady Day at Emerson's Bar & Grill",97,6.7,3,2016,"drama"
"57632","Lady Day at Emerson's Bar & Grill",97,6.7,3,2016,"musical"
"57633","Empire of Corpses",120,5.7,11,2015,"animacion"
"57634","Empire of Corpses",120,5.7,11,2015,"misterio"
"57635","Empire of Corpses",120,5.7,11,2015,"terror"
"57636","Empire of Corpses",120,5.7,11,2015,"ciencia ficcion"
"57637","In Search of the Ultra-Sex",59,8,1,2015,"comedia"
"57638","A Quiet Passion",125,7.5,26,2016,"drama"
"57639","Chosen",101,3.4,9,2016,"drama"
"57640","Chosen",101,3.4,9,2016,"guerra"
"57641","The Whole Truth",93,6.3,202,2016,"drama"
"57642","The Whole Truth",93,6.3,202,2016,"suspenso"
"57643","The Model",105,5.9,31,2016,"drama"
"57644","Sundown",103,5.9,30,2016,"romance"
"57645","Sundown",103,5.9,30,2016,"comedia"
"57646","American Honey",162,6.5,213,2016,"drama"
"57647","Matru Ki Bijlee Ka Mandola",150,5.6,21,2013,"comedia"
"57648","Black Wax",79,0,0,1983,"documental"
"57649","Black Wax",79,0,0,1983,"musical"
"57650","My Class",92,9,1,2013,"drama"
"57651","My Class",92,9,1,2013,"documental"
"57652","Deon Cole: Cole-Blooded Seminar",50,8.3,3,2016,"comedia"
"57653","Artie Lange: The Stench of Failure",63,6.5,2,2014,"comedia"
"57654","Il pretore",0,6,1,2014,"drama"
"57655","Il pretore",0,6,1,2014,"comedia"
"57656","Tom Papa: Freaked Out",59,0,0,2013,"comedia"
"57657","Abandoned Dead",77,2,1,2015,"suspenso"
"57658","Abandoned Dead",77,2,1,2015,"terror"
"57659","The 13 Roses",100,6.5,14,2007,"drama"
"57660","Falkenau, the Impossible",52,0,0,1988,"documental"
"57661","The Legend of Speed",109,3.3,2,1999,"accion"
"57662","Out of Love",95,4.8,2,2016,"drama"
"57663","Hieronymus Bosch: Touched by the Devil",86,8,1,2015,"documental"
"57664","Cutting Class",91,5.4,13,1989,"terror"
"57665","Cutting Class",91,5.4,13,1989,"comedia"
"57666","Cutting Class",91,5.4,13,1989,"suspenso"
"57667","Cutting Class",91,5.4,13,1989,"misterio"
"57668","Toomelah",106,6.4,7,2011,"drama"
"57669","1st to Die",0,3,2,2003,"accion"
"57670","1st to Die",0,3,2,2003,"suspenso"
"57671","Trapped in a Purple Haze",120,0,0,2000,"drama"
"57672","The Ranch",90,1.3,3,2004,"drama"
"57673","The Ranch",90,1.3,3,2004,"comedia"
"57674","Say Goodnight",0,5,2,2008,"comedia"
"57675","Yeti: Curse of the Snow Demon",85,2.9,13,2008,"terror"
"57676","Recipe for a Perfect Christmas",120,5.8,2,2005,"comedia"
"57677","Scarlett",360,7.1,6,1994,"drama"
"57678","Scarlett",360,7.1,6,1994,"romance"
"57679","The King",130,6.6,4,2002,"drama"
"57680","How to Get Rid of the Others",94,6.2,5,2007,"comedia"
"57681","How to Get Rid of the Others",94,6.2,5,2007,"drama"
"57682","No Budget Story",87,6.3,4,1997,"fantasia"
"57683","No Budget Story",87,6.3,4,1997,"drama"
"57684","No Budget Story",87,6.3,4,1997,"ciencia ficcion"
"57685","No Budget Story",87,6.3,4,1997,"romance"
"57686","People in the Sun",78,7.5,2,2011,"comedia"
"57687","People in the Sun",78,7.5,2,2011,"drama"
"57688","Local Color",107,6.1,8,2006,"drama"
"57689","Imperium",109,6.3,381,2016,"drama"
"57690","Imperium",109,6.3,381,2016,"suspenso"
"57691","Blush",85,6.2,9,2015,"drama"
"57692","Blush",85,6.2,9,2015,"romance"
"57693","The Wounded Angel",113,7.3,4,2016,"drama"
"57694","Road to Istanbul",100,6.8,5,2016,"drama"
"57695","Boycott",118,5.8,2,2001,"drama"
"57696","David Brent: Life on the Road",96,6,104,2016,"comedia"
"57697","David Brent: Life on the Road",96,6,104,2016,"musical"
"57698","Race 2",150,5.2,31,2013,"suspenso"
"57699","The Invisible Maniac",86,4,7,1990,"ciencia ficcion"
"57700","The Invisible Maniac",86,4,7,1990,"comedia"
"57701","The Invisible Maniac",86,4,7,1990,"terror"
"57702","Steel Frontier",105,6.3,3,1995,"accion"
"57703","Steel Frontier",105,6.3,3,1995,"ciencia ficcion"
"57704","Blood Lake",90,4,22,2014,"terror"
"57705","Blood Lake",90,4,22,2014,"comedia"
"57706","Marcello Marcello",97,5.5,5,2008,"comedia"
"57707","Marock",105,6.1,10,2005,"drama"
"57708","Marock",105,6.1,10,2005,"romance"
"57709","Casanegra",131,5.5,3,2009,"drama"
"57710","Casanegra",131,5.5,3,2009,"suspenso"
"57711","Horses of God",115,7.5,15,2013,"drama"
"57712","Louis C.K.: One Night Stand",30,7.3,8,2005,"comedia"
"57713","Vintage Tomorrows",70,0,0,2016,"documental"
"57714","The Country Doctor",102,6,67,2016,"drama"
"57715","The Country Doctor",102,6,67,2016,"comedia"
"57716","Tomcat",114,0,0,2016,"drama"
"57717","Lost Songs: The Basement Tapes Continued",106,7.8,2,2014,"musical"
"57718","Lost Songs: The Basement Tapes Continued",106,7.8,2,2014,"documental"
"57719","Big Beat",110,3.5,2,1993,"comedia"
"57720","Big Beat",110,3.5,2,1993,"musical"
"57721","Fatal Intuition",109,5.8,9,2015,"suspenso"
"57722","26 Years",135,6.7,14,2012,"drama"
"57723","26 Years",135,6.7,14,2012,"suspenso"
"57724","I Am Not a Serial Killer",104,6.2,126,2016,"terror"
"57725","I Am Not a Serial Killer",104,6.2,126,2016,"suspenso"
"57726","Cheating Death, Stealing Life: The Eddie Guerrero Story",44,0,0,2004,"accion"
"57727","Cheating Death, Stealing Life: The Eddie Guerrero Story",44,0,0,2004,"documental"
"57728","Frankie Boyle - Live - The Last Days of Sodom",79,7.8,6,2012,"comedia"
"57729","Eddie Pepitone: In Ruins",64,0,0,2014,"comedia"
"57730","Fascisti su Marte",100,6.5,13,2006,"comedia"
"57731","Un attore contro - Gian Maria Volonté",0,0,0,2005,"documental"
"57732","Dave Attell: Hey, Your Mouth's Not Pregnant!",48,7,1,2006,"comedia"
"57733","The Best of Insomniac with Dave Attell Volume 1",107,9,2,2003,"comedia"
"57734","Chris D'Elia: Incorrigible",83,4.9,8,2015,"comedia"
"57735","Figli di Annibale",0,4,2,1998,"comedia"
"57736","The Barber of Rio",105,6.6,7,1996,"comedia"
"57737","Puerto Escondido",0,6.5,17,1992,"drama"
"57738","Puerto Escondido",0,6.5,17,1992,"comedia"
"57739","On tour",0,7.3,7,1990,"comedia"
"57740","Marrakech Express",110,7.3,22,1989,"comedia"
"57741","I Carabbinieri",0,6,1,1981,"comedia"
"57742","Il Ras del quartiere",88,4.3,3,1983,"comedia"
"57743","Eccezzziunale... veramente",98,5.9,41,1982,"comedia"
"57744","In the Pope's Eye",0,6,9,1980,"comedia"
"57745","High School Record",0,2,1,2005,"comedia"
"57746","High School Record",0,2,1,2005,"documental"
"57747","VHS Massacre: Cult Films and the Decline of Physical Media",72,5.4,7,2016,"documental"
"57748","These Daughters of Mine",88,6.2,5,2015,"comedia"
"57749","These Daughters of Mine",88,6.2,5,2015,"drama"
"57750","Åke and His World",99,0.5,1,1984,"drama"
"57751","P & B",105,6,1,1983,"comedia"
"57752","P & B",105,6,1,1983,"drama"
"57753","The Office Party",97,5,2,1972,"drama"
"57754","The Office Party",97,5,2,1972,"comedia"
"57755","The Women on the Roof",89,5,1,1989,"romance"
"57756","The Women on the Roof",89,5,1,1989,"drama"
"57757","s/y Glädjen",89,5,1,1989,"drama"
"57758","The Serpent's Way",111,6,2,1986,"drama"
"57759","The Dogs of Riga",106,4.5,2,1995,"drama"
"57760","The Dogs of Riga",106,4.5,2,1995,"suspenso"
"57761","Sista dansen",113,5.3,3,1993,"suspenso"
"57762","Sista dansen",113,5.3,3,1993,"drama"
"57763","Murder at the Savoy",91,5.8,4,1993,"misterio"
"57764","The Ox",92,6.5,3,1991,"drama"
"57765","Kiss Kiss (Bang Bang)",101,5.4,11,2001,"accion"
"57766","Moomins and the Comet Chase",75,4,3,2010,"animacion"
"57767","Moomins and the Comet Chase",75,4,3,2010,"adventura"
"57768","As If I Am Not There",109,6.9,6,2010,"drama"
"57769","As If I Am Not There",109,6.9,6,2010,"guerra"
"57770","Puppet on a Chain",98,6.7,10,1971,"suspenso"
"57771","Last Hijack",83,5,1,2014,"documental"
"57772","Last Hijack",83,5,1,2014,"animacion"
"57773","Kizumonogatari Part 1: Tekketsu",64,7.6,16,2016,"accion"
"57774","Kizumonogatari Part 1: Tekketsu",64,7.6,16,2016,"animacion"
"57775","Kizumonogatari Part 1: Tekketsu",64,7.6,16,2016,"misterio"
"57776","Broken Blade: Book One - The Time of Awakening",51,6.3,6,2010,"accion"
"57777","Broken Blade: Book One - The Time of Awakening",51,6.3,6,2010,"animacion"
"57778","Broken Blade: Book One - The Time of Awakening",51,6.3,6,2010,"fantasia"
"57779","Broken Blade: Book Three - The Mark of the Assassin's Dagger",50,5.2,3,2010,"accion"
"57780","Broken Blade: Book Three - The Mark of the Assassin's Dagger",50,5.2,3,2010,"animacion"
"57781","Broken Blade: Book Three - The Mark of the Assassin's Dagger",50,5.2,3,2010,"fantasia"
"57782","Broken Blade: Book Two - The Split Path",50,6.1,4,2010,"accion"
"57783","Broken Blade: Book Two - The Split Path",50,6.1,4,2010,"animacion"
"57784","Broken Blade: Book Two - The Split Path",50,6.1,4,2010,"fantasia"
"57785","Broken Blade: Book Four - The Earth of Calamity",50,5.2,3,2010,"accion"
"57786","Broken Blade: Book Four - The Earth of Calamity",50,5.2,3,2010,"animacion"
"57787","Broken Blade: Book Four - The Earth of Calamity",50,5.2,3,2010,"fantasia"
"57788","Broken Blade: Book Five - The Horizon Between Life and Death",50,5.2,3,2011,"accion"
"57789","Broken Blade: Book Five - The Horizon Between Life and Death",50,5.2,3,2011,"animacion"
"57790","Broken Blade: Book Five - The Horizon Between Life and Death",50,5.2,3,2011,"fantasia"
"57791","Broken Blade: Book Six - Enclave of Lamentations",50,8.2,3,2011,"ciencia ficcion"
"57792","Broken Blade: Book Six - Enclave of Lamentations",50,8.2,3,2011,"animacion"
"57793","Broken Blade: Book Six - Enclave of Lamentations",50,8.2,3,2011,"accion"
"57794","Steins;Gate: The Movie − Load Region of Déjà Vu",90,7.2,44,2013,"ciencia ficcion"
"57795","Steins;Gate: The Movie − Load Region of Déjà Vu",90,7.2,44,2013,"animacion"
"57796","Steins;Gate: The Movie − Load Region of Déjà Vu",90,7.2,44,2013,"drama"
"57797","Cuisine et dépendances",96,6.3,12,1993,"comedia"
"57798","Cuisine et dépendances",96,6.3,12,1993,"drama"
"57799","Agathe Cléry",113,4.8,54,2008,"comedia"
"57800","Ajin: Demi-Human - Compel",0,7.5,8,2015,"accion"
"57801","Ajin: Demi-Human - Compel",0,7.5,8,2015,"animacion"
"57802","Ajin: Demi-Human - Compel",0,7.5,8,2015,"suspenso"
"57803","Psycho-Pass: The Movie",113,7.2,40,2015,"ciencia ficcion"
"57804","Psycho-Pass: The Movie",113,7.2,40,2015,"animacion"
"57805","Psycho-Pass: The Movie",113,7.2,40,2015,"accion"
"57806","Last Minute",98,0,0,2016,"romance"
"57807","Last Minute",98,0,0,2016,"comedia"
"57808","Last Minute",98,0,0,2016,"drama"
"57809","Dancin' It's On",89,4.3,2,2015,"drama"
"57810","Dancin' It's On",89,4.3,2,2015,"romance"
"57811","The Black Hole",111,3.2,10,2015,"suspenso"
"57812","The Black Hole",111,3.2,10,2015,"ciencia ficcion"
"57813","Wonder Women!: The Untold Story of American Superheroines",55,6,2,2012,"documental"
"57814","I'm Staying",112,5.8,6,2007,"comedia"
"57815","I'm Staying",112,5.8,6,2007,"drama"
"57816","I'm Staying",112,5.8,6,2007,"fantasia"
"57817","Second Coming",105,5.9,6,2014,"drama"
"57818","Shell",90,6.4,15,2012,"drama"
"57819","Hands of Stone",105,6,110,2016,"drama"
"57820","Gun Hill",120,6.4,7,2014,"accion"
"57821","Uncle P",88,7.7,3,2007,"comedia"
"57822","The Fits",71,6.7,44,2016,"drama"
"57823","Morris from America",89,6,37,2016,"drama"
"57824","Morris from America",89,6,37,2016,"romance"
"57825","The Lost Honour of Christopher Jefferies",130,7.2,15,2014,"drama"
"57826","Nocturna",92,4.6,9,2015,"suspenso"
"57827","Nocturna",92,4.6,9,2015,"terror"
"57828","Arianna",84,6,4,2015,"drama"
"57829","What's Between Us",94,5,1,2015,"drama"
"57830","Sky",100,6.4,17,2015,"drama"
"57831","Fools on the Hill",0,0,0,2012,"documental"
"57832","The Triple Echo",97,6.3,3,1972,"guerra"
"57833","The Triple Echo",97,6.3,3,1972,"drama"
"57834","Pikadero",98,0,0,2015,"drama"
"57835","Pikadero",98,0,0,2015,"comedia"
"57836","The Last Heist",84,4.9,24,2016,"accion"
"57837","Cool Kids Don't Cry",105,7.9,28,2012,"drama"
"57838","Cool Kids Don't Cry",105,7.9,28,2012,"romance"
"57839","Burning Bodhi",93,5.7,6,2016,"drama"
"57840","Shin Godzilla",120,6.6,152,2016,"accion"
"57841","Shin Godzilla",120,6.6,152,2016,"adventura"
"57842","Shin Godzilla",120,6.6,152,2016,"drama"
"57843","Shin Godzilla",120,6.6,152,2016,"terror"
"57844","Shin Godzilla",120,6.6,152,2016,"ciencia ficcion"
"57845","The Green Elephant",86,6,8,1999,"drama"
"57846","Sniper: Special Ops",84,5,25,2016,"accion"
"57847","Sniper: Special Ops",84,5,25,2016,"guerra"
"57848","Hard Target 2",104,5.6,44,2016,"accion"
"57849","Hard Target 2",104,5.6,44,2016,"suspenso"
"57850","Cartels",99,5,13,2016,"accion"
"57851","Honey 3: Dare to Dance",97,5.1,63,2016,"drama"
"57852","Honey 3: Dare to Dance",97,5.1,63,2016,"musical"
"57853","Honey 3: Dare to Dance",97,5.1,63,2016,"romance"
"57854","The Golden Fortress",120,7.9,6,1974,"misterio"
"57855","The Intervention",90,6.1,38,2016,"comedia"
"57856","The Intervention",90,6.1,38,2016,"drama"
"57857","The Sea of Trees",110,6.3,133,2016,"drama"
"57858","Highway Patrolman",100,8,2,1991,"accion"
"57859","Highway Patrolman",100,8,2,1991,"drama"
"57860","Street Fighter IV: The Ties That Bind",65,5.8,5,2009,"accion"
"57861","Street Fighter IV: The Ties That Bind",65,5.8,5,2009,"animacion"
"57862","Función de noche",0,5,1,1981,"drama"
"57863","La pelle",131,5.3,4,1981,"drama"
"57864","La pelle",131,5.3,4,1981,"guerra"
"57865","Winnie-the-Pooh Goes Visiting",10,6.9,20,1971,"animacion"
"57866","The Peace Killers",88,5.6,5,1971,"accion"
"57867","The Peace Killers",88,5.6,5,1971,"drama"
"57868","XOXO",92,6,149,2016,"musical"
"57869","XOXO",92,6,149,2016,"drama"
"57870","Honeymoon",92,5,3,2013,"drama"
"57871","Lake Bodom",90,5.6,26,2016,"terror"
"57872","Poverty, Inc.",94,6.5,2,2014,"documental"
"57873","Terra",97,9.1,9,2015,"documental"
"57874","Love Hurts",104,6.5,25,2002,"drama"
"57875","Love Hurts",104,6.5,25,2002,"romance"
"57876","Something Evil",73,5,13,1972,"terror"
"57877","Your Name.",106,8.5,1030,2016,"romance"
"57878","Your Name.",106,8.5,1030,2016,"animacion"
"57879","Your Name.",106,8.5,1030,2016,"drama"
"57880","Birdboy: The Forgotten Children",75,7.7,7,2015,"animacion"
"57881","Refrigerantes e Canções de Amor",0,0,0,2016,"musical"
"57882","Refrigerantes e Canções de Amor",0,0,0,2016,"comedia"
"57883","Refrigerantes e Canções de Amor",0,0,0,2016,"romance"
"57884","My Babysitter's a Vampire",85,5.6,54,2010,"adventura"
"57885","My Babysitter's a Vampire",85,5.6,54,2010,"comedia"
"57886","My Babysitter's a Vampire",85,5.6,54,2010,"fantasia"
"57887","The Rooftop",0,6.1,19,2013,"comedia"
"57888","The Rooftop",0,6.1,19,2013,"accion"
"57889","The Rooftop",0,6.1,19,2013,"drama"
"57890","Dan Soder: Not Special",60,0,0,2016,"comedia"
"57891","Aurora",107,3.5,2,2006,"drama"
"57892","Chevolution",86,5,1,2008,"documental"
"57893","Deep Core",80,3.3,6,2000,"accion"
"57894","Deep Core",80,3.3,6,2000,"ciencia ficcion"
"57895","Deep Core",80,3.3,6,2000,"suspenso"
"57896","Do You Believe in Miracles? The Story of the 1980 U.S. Hockey Team",60,9.5,2,2002,"documental"
"57897","Forsaken",89,4.1,7,2016,"terror"
"57898","Gargoyles",74,5.9,11,1972,"fantasia"
